Probe;AWA_3_03_Rz;INSTRON 8852TT;1605F;46NTA5-1-1-2;PMD;840749
Maschine [mm]	Kraft [kN]	Clip-Gauge [mm]	Drehmoment [Nm]	MX840A_0_CH 5 [°C]	MX840A_0_CH 6 [mm]	MX840A_0_CH 7 [V]	MX840A_0_CH 8 [°C]	Zeit [s]	Kanal 10	Kanal 11	Kanal 12	Kanal 13	Kanal 14	Kanal 15
1.98367E+00	2.33183E+01	1.15574E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.77001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
1.98912E+00	2.33171E+01	1.16086E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.79101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
1.99485E+00	2.33151E+01	1.16604E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.81001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.00101E+00	2.33244E+01	1.17135E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.83101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.00774E+00	2.33264E+01	1.17673E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.85201E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.01388E+00	2.33234E+01	1.18226E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.87201E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.01988E+00	2.33312E+01	1.18775E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.89301E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.02689E+00	2.33388E+01	1.19338E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.91401E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.03265E+00	2.33418E+01	1.19855E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.93501E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.03933E+00	2.33360E+01	1.20436E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.95701E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.04533E+00	2.33234E+01	1.20990E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.97801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.05091E+00	2.33355E+01	1.21500E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	6.99901E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.05698E+00	2.33305E+01	1.22022E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.01801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.06306E+00	2.33435E+01	1.22561E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.03801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.07051E+00	2.33377E+01	1.23169E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.06001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.07669E+00	2.33369E+01	1.23700E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.08101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.08315E+00	2.33561E+01	1.24315E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.10201E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.08912E+00	2.33420E+01	1.24821E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.12301E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.09570E+00	2.33503E+01	1.25412E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.14401E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.10114E+00	2.33454E+01	1.25940E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.16501E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.10759E+00	2.33462E+01	1.26526E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.18601E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.11388E+00	2.33504E+01	1.27069E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.20701E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.12075E+00	2.33496E+01	1.27661E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.22801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.12645E+00	2.33522E+01	1.28187E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.24901E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.13258E+00	2.33507E+01	1.28720E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.26901E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.13962E+00	2.33535E+01	1.29293E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.29001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.14513E+00	2.33518E+01	1.29838E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.31001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.15079E+00	2.33429E+01	1.30378E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.33101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.15702E+00	2.33589E+01	1.30931E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.35101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.16330E+00	2.33436E+01	1.31453E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.37101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.16943E+00	2.33499E+01	1.32043E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.39201E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.17581E+00	2.33576E+01	1.32589E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.41301E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.18248E+00	2.33560E+01	1.33194E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.43401E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.18853E+00	2.33502E+01	1.33712E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.45501E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.19393E+00	2.33512E+01	1.34244E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.47601E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.20055E+00	2.33645E+01	1.34858E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.49601E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.20705E+00	2.33718E+01	1.35407E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.51701E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.21294E+00	2.33582E+01	1.35931E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.53701E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.21981E+00	2.33549E+01	1.36530E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.55801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.22569E+00	2.33609E+01	1.37105E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.57801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.23143E+00	2.33507E+01	1.37618E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.59901E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.23719E+00	2.33647E+01	1.38171E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.62001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.24339E+00	2.33487E+01	1.38754E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.64001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.24974E+00	2.33701E+01	1.39308E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.66101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.25558E+00	2.33538E+01	1.39847E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.68101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.26222E+00	2.33638E+01	1.40427E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.70201E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.26878E+00	2.33525E+01	1.41008E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.72401E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.27436E+00	2.33603E+01	1.41532E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.74301E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.28140E+00	2.33632E+01	1.42153E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.76401E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.28696E+00	2.33495E+01	1.42716E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.78401E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.29326E+00	2.33527E+01	1.43286E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.80501E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.29978E+00	2.33429E+01	1.43863E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.82601E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.30560E+00	2.33548E+01	1.44408E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.84601E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.31131E+00	2.33523E+01	1.44990E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.86701E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.31789E+00	2.33554E+01	1.45553E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.88701E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.32279E+00	2.33337E+01	1.46063E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.90701E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.32928E+00	2.33443E+01	1.46651E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.92801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.33578E+00	2.33493E+01	1.47240E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.94901E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.34293E+00	2.33327E+01	1.47854E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.97001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.34908E+00	2.33487E+01	1.48413E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	7.99001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.35483E+00	2.33431E+01	1.48971E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.01101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.36050E+00	2.33325E+01	1.49501E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.03001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.36689E+00	2.33436E+01	1.50077E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.05101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.37279E+00	2.33485E+01	1.50636E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.07101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.37955E+00	2.33446E+01	1.51232E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.09201E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.38528E+00	2.33375E+01	1.51791E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.11201E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.39192E+00	2.33401E+01	1.52390E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.13301E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.39758E+00	2.33374E+01	1.52945E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.15401E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.40463E+00	2.33312E+01	1.53564E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.17501E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.41082E+00	2.33276E+01	1.54126E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.19601E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.41653E+00	2.33336E+01	1.54723E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.21601E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.42276E+00	2.33251E+01	1.55347E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.23701E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.42885E+00	2.33115E+01	1.55918E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.25801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.43480E+00	2.33149E+01	1.56473E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.27801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.44231E+00	2.33242E+01	1.57079E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.29901E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.44786E+00	2.33165E+01	1.57660E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.32001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.45457E+00	2.33213E+01	1.58241E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.33901E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.46009E+00	2.33046E+01	1.58786E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.36001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.46572E+00	2.33167E+01	1.59405E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.38101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.47272E+00	2.33082E+01	1.60007E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.40101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.47865E+00	2.33078E+01	1.60577E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.42201E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.48490E+00	2.32897E+01	1.61195E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.44301E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.49152E+00	2.33131E+01	1.61805E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.46301E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.49761E+00	2.32913E+01	1.62376E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.48301E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.50315E+00	2.32824E+01	1.62919E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.50401E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.50937E+00	2.32846E+01	1.63472E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.52401E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.51473E+00	2.32792E+01	1.64046E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.54501E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.52192E+00	2.32860E+01	1.64706E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.56501E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.52787E+00	2.32766E+01	1.65257E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.58601E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.53293E+00	2.32595E+01	1.65795E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.60601E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.54017E+00	2.32746E+01	1.66330E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.62701E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.54565E+00	2.32649E+01	1.57864E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.64801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.55201E+00	2.32523E+01	1.58465E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.67001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.55846E+00	2.32563E+01	1.59054E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.68901E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.56400E+00	2.32418E+01	1.59604E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.71001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.57019E+00	2.32482E+01	1.60199E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.72901E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.57684E+00	2.32512E+01	1.60818E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.75001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.58276E+00	2.32250E+01	1.61434E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.77101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.58920E+00	2.32362E+01	1.62094E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.79301E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.59577E+00	2.32201E+01	1.62685E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.81401E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.60143E+00	2.32191E+01	1.63278E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.83401E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.60839E+00	2.32260E+01	1.63924E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.85501E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.61433E+00	2.32115E+01	1.64536E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.87601E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.62139E+00	2.32130E+01	1.65211E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.89701E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.62690E+00	2.31991E+01	1.65813E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.91701E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.63309E+00	2.31828E+01	1.66392E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.93801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.63999E+00	2.31733E+01	1.67082E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.95901E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.64520E+00	2.31677E+01	1.67688E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.97901E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.65142E+00	2.31684E+01	1.68299E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	8.99901E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.65775E+00	2.31614E+01	1.68896E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.02001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.66347E+00	2.31453E+01	1.69493E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.04001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.67004E+00	2.31433E+01	1.70153E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.06101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.67598E+00	2.31480E+01	1.70720E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.08001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.68188E+00	2.31287E+01	1.71374E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.10101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
